,round,accuracy,alpha,repetition,alpha_norm
22,22,0.492,10,7,1.0
23,23,0.4895,10,7,1.0
24,24,0.4883,10,7,1.0
25,25,0.487,10,7,1.0
26,26,0.4841,10,7,1.0
27,27,0.4838,10,7,1.0
28,28,0.4816,10,7,1.0
29,29,0.4788,10,7,1.0
30,30,0.4788,10,7,1.0
31,31,0.4786,10,7,1.0
32,32,0.4775,10,7,1.0
33,33,0.4765,10,7,1.0
34,34,0.4743,10,7,1.0
35,35,0.4734,10,7,1.0
36,36,0.47,10,7,1.0
37,37,0.4738,10,7,1.0
38,38,0.4721,10,7,1.0
39,39,0.4734,10,7,1.0
40,40,0.4686,10,7,1.0
